population,trap_year,trap_date,count,sex,origin,fork_length,disposition,age_designation,age_best,age_cwt,age_pit,age_scale,age_length,recapture,oppunch,notes
CAT,2008,2008-06-20,1,F,Hat,726,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-20,1,M,Nat,905,removed,Adult,5,NA,NA,NA,5,FALSE,,"Rt. Opercle missing; weir collection length = 812, length corrected based on spawning records"
CAT,2008,2008-06-20,1,F,Hat,737,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,M,Hat,761,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,703,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,673,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,717,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-21,1,M,Hat,782,passed,Adult,4,NA,NA,NA,4,FALSE,,Seal wound anal fin
CAT,2008,2008-06-21,1,F,Nat,675,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,640,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,704,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,731,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,M,Hat,802,passed,Adult,4,NA,4,NA,5,FALSE,,
CAT,2008,2008-06-21,1,F,Nat,740,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-21,1,M,Nat,834,passed,Adult,5,NA,NA,5,5,FALSE,,Seal bite rt pec.fin
CAT,2008,2008-06-21,1,M,Hat,656,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-21,1,M,Hat,743,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-21,1,F,Nat,725,passed,Adult,4,NA,4,4,4,FALSE,,
CAT,2008,2008-06-21,1,M,Nat,771,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-21,1,M,Nat,811,passed,Adult,4,NA,NA,4,5,FALSE,,
CAT,2008,2008-06-21,1,F,Hat,695,passed,Adult,4,NA,NA,NA,4,FALSE,,Scrape on head
CAT,2008,2008-06-21,1,F,Nat,739,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-22,1,F,Nat,715,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,950,removed,Adult,5,5,NA,NA,5,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-22,1,F,Nat,894,removed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-22,1,F,Hat,655,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,716,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,F,Nat,698,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,707,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,738,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,F,Hat,703,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,771,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,F,Hat,719,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,682,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,745,removed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Nat,780,removed,Adult,4,NA,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-22,1,M,Nat,765,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-22,1,F,Nat,673,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-22,1,M,Hat,760,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-22,1,M,Hat,742,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Nat,658,removed,Adult,4,NA,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-23,1,M,Hat,531,removed,Adult,3,3,NA,NA,3,FALSE,,Conv. Jack from BY05 no vie
CAT,2008,2008-06-23,1,F,Hat,739,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,699,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,727,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Nat,720,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,715,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-23,1,F,Hat,780,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,713,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Nat,698,passed,Adult,4,NA,4,4,4,FALSE,,Caudal injury
CAT,2008,2008-06-23,1,F,Hat,669,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Nat,730,passed,Adult,4,NA,4,4,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,795,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,770,removed,Adult,4,NA,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-23,1,F,Nat,684,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,522,passed,Adult,3,NA,NA,NA,3,FALSE,,
CAT,2008,2008-06-23,1,M,Nat,678,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,712,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Nat,696,passed,Adult,4,NA,NA,4,4,FALSE,,Injury mouth rt. Side
CAT,2008,2008-06-23,1,F,Hat,765,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Records
CAT,2008,2008-06-23,1,F,Hat,777,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,708,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,779,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-23,1,M,Hat,814,removed,Adult,4,4,NA,NA,5,FALSE,,Weir Collection length = 700; spawning length = 814
CAT,2008,2008-06-23,1,M,Hat,598,passed,Adult,3,NA,3,NA,3,FALSE,,
CAT,2008,2008-06-23,1,F,Nat,704,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-23,1,F,Hat,700,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,449,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,433,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,428,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,389,removed,Adult,3,3,NA,NA,3,FALSE,,ADLV??
CAT,2008,2008-06-24,1,M,Hat,436,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,464,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,481,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,436,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,451,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,473,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,505,removed,Adult,3,3,NA,NA,3,FALSE,,Some of these jacks came
CAT,2008,2008-06-24,1,M,Hat,392,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,659,passed,Adult,4,NA,4,NA,4,FALSE,,DEFORMED ANAL FIN
CAT,2008,2008-06-24,1,M,Hat,484,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,467,removed,Adult,3,3,NA,NA,3,FALSE,,the day before.
CAT,2008,2008-06-24,1,F,Hat,665,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,878,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-24,1,F,Hat,755,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-24,1,F,Hat,657,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,918,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-24,1,F,Nat,719,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-24,1,M,Nat,416,passed,Adult,3,NA,NA,3,3,FALSE,,
CAT,2008,2008-06-24,1,M,Nat,399,passed,Adult,3,NA,NA,3,3,FALSE,,
CAT,2008,2008-06-24,1,M,Hat,652,passed,Adult,4,NA,4,NA,4,FALSE,,BAD CLIP
CAT,2008,2008-06-25,1,M,Hat,474,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,473,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,F,Hat,745,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-25,1,M,Hat,368,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,432,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,475,removed,Adult,3,NA,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,469,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,503,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,488,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,418,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,F,Nat,753,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,509,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,788,removed,Adult,4,NA,4,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-25,1,M,Nat,693,passed,Adult,4,NA,4,4,4,FALSE,,
CAT,2008,2008-06-25,1,F,Nat,696,passed,Adult,4,NA,4,4,4,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,814,removed,Adult,4,4,NA,NA,5,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-25,1,F,Hat,690,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-25,1,M,Nat,709,passed,Adult,4,NA,NA,4,4,FALSE,,INJURY ON SNOUT
CAT,2008,2008-06-25,1,F,Nat,707,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,833,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-25,1,F,Nat,682,passed,Adult,4,NA,NA,4,4,FALSE,,INJ. RT SIDE CAUDAL P
CAT,2008,2008-06-25,1,F,Hat,725,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-25,1,F,Hat,734,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-25,1,M,Hat,722,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-25,1,M,Nat,727,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,490,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,700,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,504,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,393,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,478,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,515,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Nat,366,passed,Adult,3,NA,3,3,3,FALSE,,
CAT,2008,2008-06-26,1,F,Hat,730,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-26,1,M,Nat,715,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-26,1,F,Hat,633,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-26,1,M,Hat,719,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-26,1,F,Hat,735,passed,Adult,4,NA,4,NA,4,FALSE,,WOUND ON TAIL
CAT,2008,2008-06-26,1,F,Hat,785,passed,Adult,4,NA,NA,NA,4,FALSE,,INJ ON BELLY SLASH OLD
CAT,2008,2008-06-26,1,M,Hat,445,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-26,1,M,Nat,404,passed,Adult,3,NA,NA,3,3,FALSE,,
CAT,2008,2008-06-27,1,M,Nat,843,passed,Adult,5,NA,NA,5,5,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,777,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,711,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Nat,700,passed,Adult,4,NA,NA,4,4,FALSE,,HEAD BURN
CAT,2008,2008-06-27,1,M,Hat,695,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Nat,730,removed,Adult,4,NA,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-27,1,M,Hat,500,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Nat,760,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,520,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,F,Nat,734,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,F,Nat,810,removed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-27,1,F,Nat,713,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,750,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,759,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,482,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,555,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,460,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,470,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,385,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,490,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,510,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,460,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,530,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,705,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,499,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,697,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,688,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,735,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Nat,701,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,731,removed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,727,passed,Adult,4,NA,NA,NA,4,FALSE,,INJ RT CAUDAL LT HEAD
CAT,2008,2008-06-27,1,M,Nat,881,removed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,705,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,801,removed,Adult,4,4,NA,NA,5,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-27,1,F,Hat,687,passed,Adult,4,NA,4,NA,4,FALSE,,DEFORMED HEAD/JAW/MOUTH
CAT,2008,2008-06-27,1,F,Hat,675,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-27,1,F,Nat,707,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,M,Nat,710,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,750,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,745,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Nat,650,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,690,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-27,1,F,Hat,747,removed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-27,1,M,Hat,749,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,716,passed,Adult,4,NA,NA,NA,4,FALSE,,LOWER CHIN DAMAGE/HB
CAT,2008,2008-06-30,1,M,Hat,635,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,F,Nat,645,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,715,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,675,passed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,690,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,497,passed,Adult,3,NA,3,NA,3,FALSE,,POOR CLIP ???
CAT,2008,2008-06-30,1,F,Hat,758,removed,Adult,4,NA,4,NA,4,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,520,passed,Adult,3,NA,3,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Nat,789,passed,Adult,5,NA,NA,5,4,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,763,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,F,Nat,825,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,709,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-30,1,F,Hat,690,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-06-30,1,M,Hat,808,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-06-30,1,M,Nat,740,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,F,Hat,765,passed,Adult,4,NA,NA,NA,4,FALSE,,HEAD SCRAPE
CAT,2008,2008-06-30,1,M,Hat,508,removed,Adult,3,NA,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,739,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,455,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,510,removed,Adult,3,NA,3,NA,3,FALSE,,POOR CLIP ???
CAT,2008,2008-06-30,1,M,Hat,410,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,504,removed,Adult,3,NA,3,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,485,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,443,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,430,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,404,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,435,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,458,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,450,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,473,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,455,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,475,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,408,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,465,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,482,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,448,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-06-30,1,M,Hat,475,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,485,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,425,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,422,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,475,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,500,removed,Adult,3,NA,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,395,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,554,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,F,Nat,655,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,525,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,500,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,465,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,360,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,F,Nat,733,passed,Adult,4,NA,NA,4,4,FALSE,,SEAL BITE TAIL
CAT,2008,2008-07-02,1,M,Hat,503,removed,Adult,3,NA,3,NA,3,FALSE,,
CAT,2008,2008-07-02,1,F,Hat,725,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-02,1,F,Hat,730,passed,Adult,4,NA,NA,NA,4,FALSE,,MOUTH BOTTOM TORN
CAT,2008,2008-07-02,1,M,Hat,785,passed,Adult,4,NA,4,NA,4,FALSE,,SEAL BITE TAIL
CAT,2008,2008-07-02,1,M,Hat,460,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-02,1,M,Hat,780,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-05,1,M,Nat,730,removed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-05,1,F,Hat,752,removed,Adult,4,4,NA,NA,4,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-07-05,1,F,Hat,800,passed,Adult,5,NA,NA,NA,5,FALSE,,
CAT,2008,2008-07-05,1,F,Hat,750,passed,Adult,4,NA,NA,NA,4,FALSE,,SEAL BITE NEAR VENT
CAT,2008,2008-07-05,1,F,Hat,770,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,861,removed,Adult,4,4,NA,NA,5,FALSE,,Fork Length Corrected Based on Spawning Record
CAT,2008,2008-07-05,1,F,Hat,750,passed,Adult,4,NA,NA,NA,4,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,410,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Nat,675,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-07-05,1,M,Nat,685,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-07-05,1,F,Hat,705,passed,Adult,4,NA,NA,NA,4,FALSE,,BAD CLIP
CAT,2008,2008-07-05,1,F,Nat,740,passed,Adult,4,NA,NA,4,4,FALSE,,SCRAPE ON CHIN
CAT,2008,2008-07-05,1,M,Nat,740,passed,Adult,4,NA,NA,4,4,FALSE,,
CAT,2008,2008-07-05,1,F,Nat,805,passed,Adult,5,NA,NA,5,5,FALSE,,ROUND LESION
CAT,2008,2008-07-05,1,M,Hat,706,removed,Adult,4,4,NA,NA,4,FALSE,,DEFORMED TAIL; Fork Length Corrected Based on Spawning Record
CAT,2008,2008-07-05,1,M,Hat,460,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,420,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,420,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,415,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,410,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,395,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,475,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,485,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,495,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,480,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,505,removed,Adult,3,NA,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,455,removed,Adult,3,3,3,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,470,removed,Adult,3,3,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,M,Nat,480,passed,Adult,4,NA,NA,NA,3,FALSE,,
CAT,2008,2008-07-05,1,F,Hat,725,removed,Adult,4,4,NA,NA,4,FALSE,,
CAT,2008,2008-07-05,1,M,Hat,505,removed,Adult,3,3,NA,NA,3,FALSE,,
